time,open,high,low,close,volume
2019/11/01 04:05:00,61.63979168,61.65709026,61.63979168,61.65709026,4520
2019/11/01 04:06:00,61.65461904,61.65709026,61.65461904,61.65709026,3684
2019/11/01 04:20:00,61.68180252,61.68180252,61.68180252,61.68180252,2336
2019/11/01 04:24:00,61.66450394,61.66450394,61.66450394,61.66450394,448
2019/11/01 04:25:00,61.53847141,61.53847141,61.53847141,61.53847141,2000
2019/11/01 04:26:00,61.53352896,61.53352896,61.53352896,61.53352896,2000
2019/11/01 04:34:00,61.53847141,61.53847141,61.53352896,61.53352896,4768
2019/11/01 04:35:00,61.53352896,61.53352896,61.53352896,61.53352896,2000
2019/11/01 04:37:00,61.53105773,61.53105773,61.53105773,61.53105773,444
2019/11/01 04:38:00,61.53352896,61.53352896,61.53352896,61.53352896,1380
2019/11/01 04:46:00,61.53600019,61.5755398,61.53600019,61.5755398,3092
2019/11/01 04:47:00,61.5755398,61.5755398,61.5755398,61.5755398,3000
2019/11/01 04:51:00,61.5755398,61.5755398,61.5755398,61.5755398,1080
2019/11/01 04:59:00,61.64473413,61.64473413,61.64473413,61.64473413,444
2019/11/01 05:01:00,61.64473413,61.64473413,61.64473413,61.64473413,400
2019/11/01 05:42:00,61.62990678,61.632378,61.62990678,61.632378,4000
2019/11/01 05:46:00,61.632378,61.632378,61.632378,61.632378,2400
2019/11/01 06:22:00,61.62743555,61.62743555,61.62743555,61.62743555,800
2019/11/01 06:24:00,61.62743555,61.62743555,61.62743555,61.62743555,3200
2019/11/01 06:25:00,61.62743555,61.62743555,61.62743555,61.62743555,2000
2019/11/01 06:46:00,61.60519451,61.60519451,61.60519451,61.60519451,860
2019/11/01 06:57:00,61.62496432,61.62496432,61.62496432,61.62496432,1668
2019/11/01 07:01:00,61.61507942,61.632378,61.60272329,61.632378,10916
2019/11/01 07:03:00,61.6224931,61.6224931,61.6224931,61.6224931,720
2019/11/01 07:04:00,61.61260819,61.61260819,61.61260819,61.61260819,2680
2019/11/01 07:05:00,61.61013697,61.61013697,61.61013697,61.61013697,1160
2019/11/01 07:07:00,61.60272329,61.60272329,61.60272329,61.60272329,3820
2019/11/01 07:08:00,61.60272329,61.60272329,61.60272329,61.60272329,2412
2019/11/01 07:09:00,61.59530961,61.59530961,61.59530961,61.59530961,2000
2019/11/01 07:10:00,61.59036716,61.59036716,61.59036716,61.59036716,2508
2019/11/01 07:16:00,61.60272329,61.60272329,61.60272329,61.60272329,4200
2019/11/01 07:18:00,61.59283838,61.60766574,61.59283838,61.60766574,4272
2019/11/01 07:19:00,61.58542471,61.58542471,61.58295348,61.58295348,800
2019/11/01 07:20:00,61.58295348,61.58295348,61.5755398,61.5755398,1100
2019/11/01 07:21:00,61.57801103,61.57801103,61.57801103,61.57801103,800
2019/11/01 07:22:00,61.55824122,61.55824122,61.55824122,61.55824122,600
2019/11/01 07:23:00,61.56318367,61.56318367,61.56318367,61.56318367,588
2019/11/01 07:26:00,61.55824122,61.56071245,61.55576999,61.55576999,4036
2019/11/01 07:29:00,61.55824122,61.55824122,61.55824122,61.55824122,636
2019/11/01 07:32:00,61.55824122,61.55824122,61.55824122,61.55824122,1200
2019/11/01 07:34:00,61.55824122,61.55824122,61.55824122,61.55824122,4404
2019/11/01 07:35:00,61.55824122,61.55824122,61.55824122,61.55824122,800
2019/11/01 07:36:00,61.55824122,61.55824122,61.54341386,61.54341386,2928
2019/11/01 07:38:00,61.55824122,61.55824122,61.55824122,61.55824122,800
2019/11/01 07:39:00,61.56318367,61.57059735,61.56318367,61.57059735,1296
2019/11/01 07:40:00,61.56812612,61.56812612,61.56318367,61.56318367,2616
2019/11/01 07:42:00,61.55824122,61.5656549,61.55824122,61.5656549,3692
2019/11/01 07:43:00,61.57059735,61.57306858,61.5656549,61.5656549,14424
2019/11/01 07:44:00,61.57801103,61.57801103,61.57801103,61.57801103,2124
2019/11/01 07:46:00,61.57801103,61.57801103,61.55824122,61.55824122,2320
2019/11/01 07:51:00,61.55824122,61.55824122,61.55329877,61.55329877,3604
2019/11/01 07:52:00,61.53600019,61.53600019,61.52611528,61.52611528,14884
2019/11/01 07:54:00,61.52117283,61.52117283,61.52117283,61.52117283,1196
2019/11/01 07:55:00,61.51375915,61.51375915,61.48410444,61.50634547,16112
2019/11/01 07:56:00,61.48410444,61.48410444,61.48410444,61.48410444,884
2019/11/01 07:57:00,61.47174831,61.47174831,61.43715114,61.43715114,7612
2019/11/01 07:58:00,61.45939218,61.45939218,61.43467992,61.44456482,7940
2019/11/01 07:59:00,61.43467992,61.43467992,61.43467992,61.43467992,580
2019/11/01 08:00:00,61.44209359,61.45692095,61.43467992,61.43467992,27168
2019/11/01 08:01:00,61.61260819,61.632378,61.43467992,61.45939218,170208
2019/11/01 08:02:00,61.45692095,61.45692095,61.44209359,61.4519785,4816
2019/11/01 08:03:00,61.43986949,61.44703605,61.43986949,61.44703605,1540
2019/11/01 08:04:00,61.44950727,61.44950727,61.44950727,61.44950727,1012
2019/11/01 08:06:00,61.47421953,61.47669076,61.47421953,61.47666605,3740
2019/11/01 08:07:00,61.47174831,61.47174831,61.47174831,61.47174831,1160
2019/11/01 08:08:00,61.47174831,61.47669076,61.46557024,61.46557024,5532
2019/11/01 08:09:00,61.47174831,61.47651777,61.45939218,61.45941689,7112
2019/11/01 08:10:00,61.47669076,61.47669076,61.47669076,61.47669076,14080
2019/11/01 08:11:00,61.47669076,61.49893179,61.47669076,61.49893179,11900
2019/11/01 08:13:00,61.49646057,61.50140302,61.48410444,61.48410444,2116
2019/11/01 08:14:00,61.48410444,61.48904689,61.48410444,61.48410444,4452
2019/11/01 08:15:00,61.47916199,61.48163321,61.47174831,61.48163321,8660
2019/11/01 08:16:00,61.48163321,61.48904689,61.48163321,61.48904689,2792
2019/11/01 08:17:00,61.48904689,61.48904689,61.48904689,61.48904689,1776
2019/11/01 08:18:00,61.48410444,61.48410444,61.47174831,61.48410444,4880
2019/11/01 08:19:00,61.49151812,61.49151812,61.49151812,61.49151812,1208
2019/11/01 08:20:00,61.47177302,61.48657566,61.47177302,61.48657566,1572
2019/11/01 08:21:00,61.48657566,61.48657566,61.48657566,61.48657566,3348
2019/11/01 08:23:00,61.49398934,61.49398934,61.49398934,61.49398934,2420
2019/11/01 08:25:00,61.48904689,61.5088167,61.48904689,61.5088167,8860
2019/11/01 08:27:00,61.49398934,61.49646057,61.49398934,61.49646057,1200
2019/11/01 08:29:00,61.49646057,61.49646057,61.49646057,61.49646057,3240
2019/11/01 08:30:00,61.49646057,61.5088167,61.47421953,61.5088167,10880
2019/11/01 08:31:00,61.5187016,61.6224931,61.5187016,61.6224931,56024
2019/11/01 08:32:00,61.6224931,61.65709026,61.54835632,61.64473413,54236
2019/11/01 08:33:00,61.65461904,61.69415865,61.65461904,61.67438884,40924
2019/11/01 08:34:00,61.65956149,61.68674497,61.63497279,61.63907502,92424
2019/11/01 08:35:00,61.65709026,61.68180252,61.65709026,61.65709026,27556
2019/11/01 08:36:00,61.66944639,61.70898601,61.66944639,61.70157233,34208
2019/11/01 08:37:00,61.68180252,61.69415865,61.68180252,61.69415865,13680
2019/11/01 08:38:00,61.68674497,61.70154762,61.68180252,61.68182724,9844
