,loss,val_loss
0,0.001243648468516767,0.411121129989624
1,0.00020275717542972416,0.40103885531425476
2,0.00015477617853321135,0.415274053812027
3,0.0001339299778919667,0.4214007556438446
4,0.00010902130452450365,0.41244250535964966
5,9.003122977446765e-05,0.3955742418766022
6,8.428917499259114e-05,0.38675418496131897
7,8.18296248326078e-05,0.38523992896080017
8,7.605657447129488e-05,0.39893636107444763
9,6.984562060097232e-05,0.378169983625412
10,6.93937690812163e-05,0.38359367847442627
11,6.115007272455841e-05,0.3887125253677368
12,6.12237854511477e-05,0.4057897925376892
13,5.873688860447146e-05,0.4018036723136902
14,5.999877612339333e-05,0.3982042074203491
