time,open,high,low,close,volume
2019/10/01 04:01:00,55.52844963,55.60258641,55.52844963,55.60258641,12628
2019/10/01 04:02:00,55.60011518,55.60011518,55.60011518,55.60011518,444
2019/10/01 04:03:00,55.60258641,55.60258641,55.60258641,55.60258641,2476
2019/10/01 04:08:00,55.60258641,55.60258641,55.60258641,55.60258641,6372
2019/10/01 04:09:00,55.57046047,55.57046047,55.56551802,55.56551802,1868
2019/10/01 04:10:00,55.56551802,55.56551802,55.56551802,55.56551802,1208
2019/10/01 04:16:00,55.54080576,55.54080576,55.54080576,55.54080576,1388
2019/10/01 04:30:00,55.60258641,55.60258641,55.60258641,55.60258641,2652
2019/10/01 04:43:00,55.66189583,55.66189583,55.66189583,55.66189583,4396
2019/10/01 04:50:00,55.68907932,55.68907932,55.68907932,55.68907932,1128
2019/10/01 05:01:00,55.64212603,55.64212603,55.64212603,55.64212603,524
2019/10/01 05:02:00,55.62729867,55.62729867,55.62729867,55.62729867,580
2019/10/01 05:03:00,55.61741377,55.61741377,55.60011518,55.60011518,2420
2019/10/01 05:11:00,55.58528783,55.59023028,55.58528783,55.59023028,4040
2019/10/01 05:12:00,55.59023028,55.59023028,55.59023028,55.59023028,584
2019/10/01 05:22:00,55.60258641,55.60258641,55.59517273,55.59517273,4772
2019/10/01 05:23:00,55.64706848,55.64706848,55.64706848,55.64706848,400
2019/10/01 05:30:00,55.59764396,55.59764396,55.59764396,55.59764396,700
2019/10/01 05:34:00,55.60258641,55.60258641,55.60258641,55.60258641,1740
2019/10/01 05:36:00,55.60258641,55.60258641,55.60258641,55.60258641,2200
2019/10/01 05:38:00,55.60505763,55.60505763,55.60258641,55.60258641,1600
2019/10/01 05:49:00,55.60505763,55.60505763,55.60258641,55.60258641,2136
2019/10/01 06:14:00,55.60258641,55.60258641,55.60258641,55.60258641,1040
2019/10/01 06:34:00,55.60752886,55.60752886,55.60258641,55.60258641,2000
2019/10/01 06:35:00,55.60258641,55.60258641,55.60258641,55.60258641,400
2019/10/01 06:41:00,55.68907932,55.68907932,55.68907932,55.68907932,4000
2019/10/01 06:42:00,55.69402177,55.69402177,55.69402177,55.69402177,2976
2019/10/01 06:43:00,55.69402177,55.69402177,55.69402177,55.69402177,900
2019/10/01 06:44:00,55.69402177,55.69402177,55.69402177,55.69402177,668
2019/10/01 06:51:00,55.64706848,55.64706848,55.64706848,55.64706848,1800
2019/10/01 06:52:00,55.64706848,55.64706848,55.64706848,55.64706848,1876
2019/10/01 06:53:00,55.64706848,55.64706848,55.61247131,55.61247131,11348
2019/10/01 06:54:00,55.61741377,55.61741377,55.61000009,55.61000009,1736
2019/10/01 06:55:00,55.61000009,55.62729867,55.61000009,55.62729867,912
2019/10/01 06:56:00,55.6297699,55.6297699,55.6297699,55.6297699,400
2019/10/01 07:01:00,55.60258641,55.66436706,55.56551802,55.60258641,50368
2019/10/01 07:02:00,55.60258641,55.62235622,55.60258641,55.62235622,16484
2019/10/01 07:03:00,55.62235622,55.64212603,55.62235622,55.62235622,1628
2019/10/01 07:04:00,55.62729867,55.62729867,55.62729867,55.62729867,1672
2019/10/01 07:05:00,55.65942461,55.65942461,55.62729867,55.62729867,5716
2019/10/01 07:06:00,55.61494254,55.61494254,55.60258641,55.60258641,6168
2019/10/01 07:07:00,55.60258641,55.60258641,55.60258641,55.60258641,1280
2019/10/01 07:08:00,55.58034537,55.58034537,55.56551802,55.56551802,3040
2019/10/01 07:09:00,55.55316189,55.56304679,55.55316189,55.56304679,1600
2019/10/01 07:10:00,55.55316189,55.59023028,55.55316189,55.59023028,16556
2019/10/01 07:11:00,55.54821944,55.54821944,55.5259784,55.54821944,12800
2019/10/01 07:13:00,55.57787415,55.60258641,55.57787415,55.60258641,10800
2019/10/01 07:14:00,55.59517273,55.59517273,55.5927015,55.5927015,2000
2019/10/01 07:15:00,55.59517273,55.59517273,55.5927015,55.5927015,29520
2019/10/01 07:16:00,55.60258641,55.61494254,55.60258641,55.61494254,2408
2019/10/01 07:17:00,55.60258641,55.60258641,55.60258641,55.60258641,2000
2019/10/01 07:19:00,55.62729867,55.62729867,55.62729867,55.62729867,808
2019/10/01 07:20:00,55.60505763,55.60505763,55.60505763,55.60505763,800
2019/10/01 07:21:00,55.59023028,55.59023028,55.55563311,55.56798924,20740
2019/10/01 07:23:00,55.56798924,55.56798924,55.56798924,55.56798924,1600
2019/10/01 07:24:00,55.56798924,55.56798924,55.56798924,55.56798924,2416
2019/10/01 07:25:00,55.5729317,55.5729317,55.5729317,55.5729317,1200
2019/10/01 07:26:00,55.60258641,55.60258641,55.60011518,55.60258641,5740
2019/10/01 07:27:00,55.61741377,55.61741377,55.61741377,55.61741377,4480
2019/10/01 07:28:00,55.62235622,55.62235622,55.62235622,55.62235622,400
2019/10/01 07:30:00,55.57540292,55.60752886,55.57540292,55.5927015,5980
2019/10/01 07:32:00,55.59023028,55.59023028,55.59023028,55.59023028,440
2019/10/01 07:33:00,55.60258641,55.60258641,55.59517273,55.59517273,1968
