,loss,val_loss
0,0.002708660438656807,0.0014819672796875238
1,0.0003383556322660297,0.0004598500672727823
2,0.00021184838260523975,0.0003993150021415204
3,0.00024318172654602677,0.000432236265623942
4,0.00020338193280622363,0.0007508499547839165
5,0.00019455255824141204,0.0006151519482955337
6,0.000172470259713009,0.00031174940522760153
7,0.00017046413267962635,0.00048392685130238533
8,0.00013824456254951656,0.00038326389039866626
9,0.00012138517922721803,0.00035771893453784287
10,0.0001332324172835797,0.00041066305129788816
11,0.0001140235472121276,0.0004936059121973813
12,0.00011508179159136489,0.0004218077228870243
13,0.00010864159412449226,0.0003482701722532511
14,9.904951002681628e-05,0.0004568653821479529
15,0.00010385025234427303,0.0005219168378971517
16,9.018008131533861e-05,0.00039416225627064705
17,9.072283137356862e-05,0.0003311006003059447
18,8.2860526163131e-05,0.00040336608071811497
19,8.689612150192261e-05,0.00046922339242883027
