,loss,val_loss
0,0.0007675737724639475,0.355480432510376
1,0.00016928082914091647,0.3118285536766052
2,0.00011682113108690828,0.3634288012981415
3,7.336404814850539e-05,0.4153391122817993
4,8.422820246778429e-05,0.4166240096092224
5,4.911224459647201e-05,0.4449569880962372
6,3.8222344301175326e-05,0.44259706139564514
7,4.263176742824726e-05,0.45023635029792786
8,3.318822928122245e-05,0.46366581320762634
9,3.841051147901453e-05,0.4837571978569031
10,2.5904666472342797e-05,0.5334698557853699
11,2.660599784576334e-05,0.4892958104610443
12,2.5590781660866924e-05,0.5269583463668823
13,2.0607092665159144e-05,0.5038654208183289
14,2.085082815028727e-05,0.5142856240272522
15,1.7612457668292336e-05,0.5120224356651306
16,1.87206005648477e-05,0.5287989974021912
17,1.792281909729354e-05,0.5239359736442566
18,1.5977015209500678e-05,0.5210508704185486
19,1.4187456145009492e-05,0.5390138030052185
