,loss,val_loss
0,0.0036378176882863045,0.0016481428174301982
1,0.0007834202842786908,0.0023725612554699183
2,0.0007905098027549684,0.0028683668933808804
3,0.0007063724333420396,0.005684979259967804
4,0.0006072625401429832,0.006905470509082079
5,0.0005276857409626245,0.006149302236735821
6,0.0004564530390780419,0.006412670481950045
7,0.0003860669967252761,0.00898631289601326
8,0.0002950350462924689,0.005893784575164318
9,0.0002833427279256284,0.008105691522359848
10,0.00021671918511856347,0.008612661622464657
11,0.00018950308731291443,0.0055404771119356155
12,0.00015964255726430565,0.005872945301234722
13,0.0001233062648680061,0.006863380316644907
14,0.00011994795931968838,0.006657646968960762
