,close_sma,trend_sma_slow,trend_ema_fast,trend_ema_slow,volatility_atr,momentum_rsi,volume_vpt
50,-0.6527017224346292,-0.648248929392434,-0.6523299984202547,-0.6502949432911337,-0.18029547565288595,-0.17079355948877523,0.016398125893900873
51,-0.6509188277687489,-0.6487387619498582,-0.6514162462166593,-0.6499669921378266,-0.17558134024440916,0.19554249902718485,-0.003359316591180425
52,-0.6502820797842196,-0.6494441208642672,-0.6513476815923389,-0.650002924150889,-0.18303264066196775,-0.15039447302191136,0.0007110477228143954
53,-0.6527017224346292,-0.6504433793131293,-0.652464015583591,-0.6506021785279124,-0.061104281975500906,-0.6399908140330387,-0.46309982074291933
54,-0.6544846171005111,-0.6514426377619914,-0.6534086058838817,-0.6511570436918225,-0.18524977271187804,-0.6399908140330387,-0.4526414580147988
55,-0.6575410077354485,-0.6520696234989231,-0.6542078745995125,-0.6516708077324804,-0.29698071437461737,-0.6399908140330387,-0.0005724097126836872
56,-0.6591965520829598,-0.6526574225678323,-0.6547275986156641,-0.6520710505227768,-0.37415042265897247,-0.5477803138986443,0.0029174367484353196
57,-0.6574136574170809,-0.6527357957453066,-0.6542278849847666,-0.6519888585338676,-0.3266627006586608,-0.03799336789799831,0.1030669535720443
58,-0.6548666649636337,-0.6526770158225597,-0.6533353101625509,-0.651686361181536,-0.3540880265321259,0.1870317073208158,0.13863901443064938
59,-0.6520649734194414,-0.6527162024112961,-0.6524234745788713,-0.6513308065384168,-0.42554705092158074,0.26103820305270375,0.0396517436560915
60,-0.651046177056458,-0.6530101020250367,-0.6525914018155893,-0.6514543765940659,-0.29106127349434036,-0.24168595890893915,-0.10365444089139736
61,-0.6516829250409887,-0.6531080685365216,-0.6528117839168501,-0.6516065254869511,-0.38051704279361204,-0.28071631221711935,-0.10545620512870929
62,-0.6528290717223383,-0.6533235948935033,-0.6528416811145736,-0.6516719395894038,-0.41425100405962023,-0.19169084146753815,0.004509118871270859
63,-0.6528290717223397,-0.6533235948935033,-0.6520057884613518,-0.6513174532123693,-0.3744472462044316,0.2606810250266579,0.09838648436680673
64,-0.649135933102873,-0.6530296953590488,-0.6499675645011413,-0.6503477765888566,-0.11643692018660314,0.8107388462079836,0.9114708542561255
65,-0.6453154451956986,-0.6527357958245956,-0.6482429134578869,-0.6494499278633824,-0.23504914710186994,0.8107388462079836,0.8182330069488504
66,-0.6420043554700131,-0.6522851498559062,-0.6469401733092464,-0.6486940509529765,-0.31841205943438394,0.7082470356708184,-0.0041026573988250875
67,-0.6404761604102079,-0.6518932838099654,-0.646072724827662,-0.6481073617542711,-0.3817446109275746,0.5520630210733919,-0.029780538981890297
68,-0.6408582093039922,-0.6511683316408319,-0.6451821499937461,-0.6474886665126593,-0.45043797687751824,0.6250205241024379,-0.02508876777966542
69,-0.6421317052730507,-0.6505609392379107,-0.6449766167082341,-0.6471799263817933,-0.3953214994553522,0.25462819490584254,-0.020751991672039505
70,-0.6428958030606191,-0.6501298866032333,-0.6446461239633036,-0.6468185913881798,-0.22877611567740308,0.33766501166290885,0.07420066503512093
71,-0.6428958030606206,-0.6493069679226151,-0.644131606150326,-0.6463708251201997,-0.2776841696549986,0.463255236496627,0.13420825777206638
72,-0.6444239981204243,-0.6491110348996438,-0.6444791450651819,-0.6463335493869613,-0.20476091145775288,-0.05889806799178851,-0.04228338228958693
73,-0.6441692990296777,-0.6486995755196909,-0.6442251864191827,-0.6460349089855596,-0.232682393966121,0.24732526098848992,-0.030924053780961164
74,-0.6444239981204243,-0.6483273027284759,-0.6441668782989891,-0.6458338545974415,-0.3162819816121763,0.14490716244793578,0.046409808992666335
75,-0.6453154451956986,-0.6481705562942427,-0.6442741206237073,-0.6457231576290331,-0.3915216104936598,0.04031529170006129,-0.009401678450511245
76,-0.6427684532575815,-0.6475827572253305,-0.6430339339525238,-0.6449792119394339,-0.2721324467152499,0.727957840656302,0.2893300539189405
77,-0.639584713334935,-0.6469557715676835,-0.64104506512465,-0.6438375861728426,-0.23484652230927702,1.0929690703674095,0.6400048697047779
78,-0.6389479653504042,-0.6465834987764685,-0.6410845563637725,-0.6436106351059999,-0.08434868356681978,0.10089796161362775,0.14353439262555703
79,-0.6362736241245781,-0.6456430202503562,-0.6400219119566599,-0.642872243562115,-0.0424530435844636,0.5225255181964366,-0.06394647981778137
80,-0.6353821770493037,-0.6446437618014942,-0.6388878811987606,-0.6420753508586986,-0.12168742705657443,0.605502613063963,0.15651146710805922
81,-0.6365283232153247,-0.6437228765301064,-0.6382414766410726,-0.6414884162485643,-0.19299841950235835,0.4392817882841693,0.009051989288964175
82,-0.6328351845958579,-0.6425276850582761,-0.636441878585738,-0.6403412419542818,2.116714078977676,0.875075515860451,2.1731748981074834
83,-0.6325804849897827,-0.641822326143867,-0.6359369120166325,-0.6397695630261366,1.9268094204203947,0.36642211562024246,2.163470789336555
84,-0.6313069890207241,-0.6410190007972607,-0.6346484426467458,-0.6388251758475314,1.7558952277188413,0.6542098800468377,0.10741301225099666
85,-0.6306702410361963,-0.6404312017283516,-0.6342628093341425,-0.6382903336104088,1.5552962231840737,0.32691807609807194,0.10733005536415938
86,-0.6335992818680962,-0.6398434025801548,-0.6348759843295807,-0.6382478964818858,1.4098392806001143,-0.0662518349804448,-0.14888868698458455
87,-0.633089883686603,-0.6389617039767895,-0.6342987646393504,-0.6376803511771838,1.3023161241657768,0.3218624380095658,0.00945924675094663
88,-0.6346180787464067,-0.6382171584736471,-0.6342017980489977,-0.6373435075969429,1.1002988462038295,0.15933643644252576,0.08281381796683412
89,-0.6356368756247187,-0.6377861058389682,-0.6345111994662318,-0.6372202767245351,1.0353068730029018,-0.0017968240689520464,-0.28456689073423186
90,-0.6348727783524819,-0.637648952738747,-0.6346164207005461,-0.6370307095628289,0.8950726816545738,0.05972135428313626,-0.2195748887336722
91,-0.636018924518503,-0.6375313928932501,-0.6347837438766964,-0.636892916587793,0.6870035168403769,0.024264514372864754,0.0028473442747363065
92,-0.636018924518503,-0.6372962732815439,-0.634612165095983,-0.6366144014956554,0.5582115218961575,0.15918605039273154,0.025485556881335945
93,-0.6366556725030322,-0.6371983067700591,-0.6352498831919842,-0.6367338398141211,0.5124630494409896,-0.20841037749772792,-0.06713571350308739
94,-0.6369116449732829,-0.6370417562509305,-0.6353988235696084,-0.6366561468063751,0.4011251485575931,-0.028856030931815872,-0.08489493354553071
