,loss,val_loss
0,0.0010551373707130551,0.46166983246803284
1,0.00024266417312901467,0.47698670625686646
2,0.0001308078644797206,0.515636682510376
3,0.0001577897201059386,0.5169963240623474
4,0.00011310187255730852,0.5304986834526062
5,0.00010341975576011464,0.5080456137657166
6,8.671627438161522e-05,0.5117770433425903
7,8.17265099612996e-05,0.5163689255714417
8,7.593181362608448e-05,0.5705621838569641
9,7.584158447571099e-05,0.5611825585365295
10,6.486956408480182e-05,0.5785037875175476
11,6.132102862466127e-05,0.5659309029579163
12,5.813852112623863e-05,0.5859516859054565
13,5.789829810964875e-05,0.5959550142288208
14,5.165127367945388e-05,0.586031436920166
15,5.480546678882092e-05,0.61491459608078
16,5.066415906185284e-05,0.6156710386276245
17,5.027215593145229e-05,0.6089255809783936
18,4.8309797421097755e-05,0.6299582719802856
19,4.781783354701474e-05,0.6305205225944519
